id,lat,lon,data_hora_gmt,satelite,municipio,estado,pais,bioma,frp
4b19919b-c0c8-3a4e-b9ed-734042d3d8b1,-5.27768,-50.88591,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.9
b4885a3b-e9f3-3196-a8be-d722612f9c20,-5.27747,-50.88527,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.2
22be9adb-8b9b-3570-9f1b-6ab84e07997c,-5.27706,-50.88956,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.9
fc692a81-a8cc-35ea-9909-fbc74e1568cf,-5.27683,-50.88889,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.2
4e7ee306-a9db-3304-b2c5-510bef1ae4a9,-5.27644,-50.89325,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.4
10f1a179-175c-3265-b94d-2014cb6e250f,-5.27618,-50.89257,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.3
7cf30ec9-92ab-3562-8c32-8db8cd8629bf,-5.27582,-50.89692,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.4
b220fc24-26e5-3d8d-b97f-97e34566a4f7,-5.27553,-50.89624,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.3
f1372056-e7d0-37d8-a306-ff741455ea42,-5.27158,-50.88844,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.9
532f4e46-9d6f-3b47-ba2d-be0e7ffbc3b3,-5.27135,-50.88779,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,3.1
3415f032-70f7-3b69-afd3-7db4629dc423,-5.27095,-50.89214,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.4
e8d60bc5-c246-3156-8e07-c4958a41e844,-5.27069,-50.89147,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.6
a28acef1-8926-3cd3-91a9-64970968f211,-5.27032,-50.89584,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.4
b31cdbee-aa46-34a2-bb11-d0c4d4df77b3,-5.27004,-50.89517,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.6
054ab744-0846-342c-b781-792c503083df,-5.22481,-50.79823,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.7
ad559d29-9c2f-3454-b5f5-f53e6c5186fa,-5.22417,-50.80191,2022-09-01 04:06:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,3
382276e3-df69-3adf-9d6a-8b11b2cb4f97,-5.90538,-51.75488,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.8
b91d8423-386d-3e7d-81f8-e4ed80299ab7,-5.9061,-51.7509,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.8
3a612ec8-21a5-3e75-816b-c15384293287,-5.91182,-51.75217,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.6
5a6b7a39-d257-3c00-a16e-6459a4d64d81,-6.0829,-52.66291,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.7
53dd50eb-0199-3a81-a1b1-c034bbeab5a1,-6.08373,-52.65831,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.7
69523c9f-63a8-3c9c-942a-fc938932c371,-6.15439,-52.75687,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.1
40168986-9cae-31e1-98f9-65f2a247a23f,-6.15524,-52.75216,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.3
5877c02a-7163-3748-be2a-d4587ff946a6,-6.2842,-52.63277,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.7
69b1b8b2-8d79-368e-98f0-1c24931a1435,-6.28504,-52.62815,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.4
f2135a27-7f0c-3f3c-b75a-de4cce83aee9,-6.42828,-51.70727,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.5
17ea277a-db4a-38c2-a8fc-cb0a5a4191ca,-6.43191,-51.71133,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.4
23c953fd-e46a-3883-ba99-305504da2065,-6.43259,-51.7074,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1
1994fe18-6b2a-3448-b05a-b9e407041788,-6.43327,-51.71219,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.9
d7b49a17-3a3d-3160-a85d-34cb9d833d61,-6.43398,-51.70831,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.9
df2fbe7b-f1a7-3d2a-9b9c-fb97b96d7db1,-6.43766,-51.71208,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.4
b6adc027-d503-34b5-9671-1b09228e8d4e,-6.43833,-51.70819,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1
26c0d619-d231-36c9-a202-e6a1a61de9f7,-6.43905,-51.71279,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.9
f496c62f-fc3d-3eeb-8bd1-cfe00107b162,-6.43977,-51.70881,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.9
f8623e76-6302-37d1-a03c-c1c1f8f4819c,-6.82437,-52.85654,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2
3e6a8ffd-3000-3b2d-a3da-0cfecfa4f0f0,-6.83048,-52.85759,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2
51e11d5b-4cfc-388a-9e76-538748788736,-6.83133,-52.85287,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.4
6d04cbd5-8781-3cd8-8775-10bcafc383e8,-5.50988,-52.06049,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.8
a9cfcbc2-031c-3cc3-9129-5f705a0aa8bc,-5.57925,-52.11763,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.6
0643677e-cf19-3f8d-81be-3a75e03b8220,-5.58002,-52.11317,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.6
177fe86e-cd28-3546-8095-fea52979c2f7,-5.5827,-52.1174,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.1
347a60f3-850e-3527-b654-180b72f813d5,-5.58351,-52.11294,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.1
5bcda783-dd36-31ad-be12-be82306cc4e8,-5.5843,-51.91542,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.1
b43309a5-cd2c-3e7e-94d3-3e7863d4f018,-5.58504,-51.91124,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.1
f98218d0-18ed-38e5-83ac-a8ab0a479606,-5.58598,-52.11406,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,3
f6dc9ba2-fb45-35b7-b6ec-1494dd88fa59,-5.58651,-51.90292,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.6
1b996d9e-dadd-37bc-af4a-c48a55ed52fb,-5.58674,-52.1097,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.1
d987b593-86ce-3633-9e8b-67f528353614,-5.62049,-51.94263,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2
428f8b34-2342-3bd7-98e9-fa765c1ddf6d,-5.62172,-51.94344,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.5
a0a99122-98ef-34d9-b6c3-939cbbdb582d,-5.6336,-51.63533,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.1
74384b85-0d6e-3309-8659-d1ecb45a63f2,-5.63431,-51.63132,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.1
049a9709-24b7-3ef8-9af6-273ce479439a,-5.63935,-51.63636,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.1
336a3c51-7a89-3bb7-b967-6b34e62f1185,-5.64004,-51.6324,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.1
2493e5db-25b3-37f5-a4f3-86b1831c9e4a,-5.64578,-51.63348,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.7
d6715d21-aa82-3e9d-a19d-fdcc37c4e635,-5.71427,-52.28992,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.6
bbd973a7-edbe-35d5-a614-d39ee5caa7bf,-5.71507,-52.28548,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.7
19e4609c-cf6e-3097-b422-028768c86727,-5.72107,-52.28647,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.6
b2d3b0f0-6be9-3ddf-8e29-4cf39dcf7671,-9.41528,-51.64159,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.7
bd941dd4-6fa7-32fd-a108-6034c3eafa2b,-9.41594,-51.63804,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.4
e1906c68-de70-39c3-97c7-a07717672a39,-9.42063,-51.64291,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.7
667a21fc-d299-316c-acb8-24ae95a8df25,-9.42597,-51.64425,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.1
11d5d07b-f0a7-3446-90cd-cca896c197bc,-9.42867,-52.0288,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.9
55740d19-98e0-3fbd-9b8a-5247f6976604,-9.43346,-52.03385,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.2
2220a93a-16b5-3ddc-8ddc-5ed29b44a614,-9.43414,-52.0302,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.9
a57bd3e2-278c-3bea-830b-99489afd83d0,-9.44034,-52.02768,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.4
bac01b34-dc9c-3595-9a53-b449f66bf873,-9.45696,-51.60814,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.3
9fc28a7e-b211-3384-9c37-125da03b132c,-9.45889,-51.61654,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.2
4824ff53-07d1-3ce0-91c9-e95fc52faa40,-9.45959,-51.61266,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.2
55c10f73-fe04-39c3-a3d7-70bfd896013d,-9.46027,-51.60894,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,3.5
25e80949-21ff-3a5d-a633-36315339bc39,-9.46166,-51.61271,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.7
35a5554d-e2c9-39e5-a9b6-e0e96f881de9,-9.46236,-51.60902,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.8
6c79497e-f1cf-33e4-91e5-efc3a1a999fe,-9.47213,-51.45221,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.6
e4177a1d-4a6c-3006-a8e1-34b00c88f08b,-9.47498,-51.46684,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.6
a0f8705a-7119-3c5f-a5ef-863b55123d3e,-9.47624,-51.45993,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,3.2
7fabda5d-974c-38fd-aa27-5690fdd7327e,-9.47686,-51.45648,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.6
644e5d9c-5cc3-3dca-99fd-fb2b19980f5b,-9.47749,-51.453,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.6
e5f703cb-29b8-338c-86d1-f546cefe9ac7,-9.47807,-51.46727,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,4
1bd75914-1dad-3cfe-a348-e14f01c8dfc8,-9.47873,-51.46379,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.7
5df0161e-6cc1-3b77-86c0-35fd998f4645,-9.47938,-51.46033,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.7
2f3f2615-b588-30de-a987-bc667fa803ee,-9.48099,-51.46412,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.9
08688c18-3f09-3ae3-a49d-a834d202cedd,-9.48415,-51.46428,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.7
3c24adee-61b3-35a0-b180-83d0aaab758d,-9.48479,-51.46088,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.7
65cf2e59-a85b-3b13-bc8f-e312234accd0,-9.48507,-51.47199,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.9
6163f5d2-ecd9-379a-984b-0a0a50618066,-9.48539,-51.4577,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.1
7bf735e7-3672-3ac0-9361-bad6137321f5,-9.48574,-51.4683,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.9
ae712dcf-3f05-3b0a-9b6f-a9148a4589db,-9.48598,-51.45457,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.1
8af4ba0c-e626-3676-9102-c692e4cb39bd,-9.4864,-51.46462,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.9
4c25483c-6f35-377d-9ead-19dda9f240b5,-9.48659,-51.45139,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.1
707556c3-bf78-35f0-b8ff-cb52afd69ab6,-9.48702,-51.46124,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.9
de5a8209-161e-3cfd-b94f-23feb884f27c,-9.48813,-51.45508,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,3.8
54a5fa55-2c20-3609-a555-7da5ea1dd14c,-9.4887,-51.45193,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.4
81c9dd73-85f9-3000-88e0-c0d1c9d321a2,-9.4888,-51.4689,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.5
12662943-f534-33c8-9df7-74de8f8ac33c,-9.48947,-51.46532,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.7
972b2045-64e3-313a-8d96-32d81136b2a2,-9.49098,-51.46984,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.2
80201ce7-f355-3d56-85a9-e66938195a36,-9.49318,-51.44566,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.5
d0100abf-14bb-3069-a75b-2d833e772dd7,-9.49366,-51.42451,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.5
fbb9023b-c65f-3c9d-bfdf-49f5c07d61ed,-9.49701,-51.42532,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.3
4d884c70-70ec-3624-99a8-30f762364614,-9.49715,-51.45383,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.4
15c3b625-0e23-3356-8b74-9f81bbfe7029,-9.49757,-51.42232,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.3
5e2cf3cf-896a-3cdc-bceb-bfeb7c4526ba,-9.49783,-51.45018,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.4
70c41edb-10c8-3d07-984e-b16b97a14cd8,-9.49892,-51.4258,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.2
43f32552-6091-32ce-83af-87e0c3658174,-9.49947,-51.4228,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.2
5250f761-76bc-3760-b0e0-eec5feb01a04,-9.50118,-51.46172,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,4.3
298da163-e34d-3ccf-8e50-b93d53877831,-9.50183,-51.45822,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,4.3
658b6301-8fda-33f8-8a63-4cb891c6f943,-9.5025,-51.45466,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,2.6
215c6905-cb6e-399b-b6bf-e21e04fdbbbd,-9.51448,-51.39077,2022-09-01 04:08:00,NOAA-20,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.5
abc28a17-ddf1-3452-b671-5951a851736d,-7.47108,-51.86909,2022-09-01 04:57:00,NPP-375D,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.5
a2de7f63-ef3d-3d10-bb3e-66d443af5efe,-7.47168,-51.86512,2022-09-01 04:57:00,NPP-375D,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.5
6caa2f98-2e57-3410-9248-0151372890ec,-6.88119,-51.86634,2022-09-01 04:57:00,NPP-375D,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.8
7fb349a1-7619-33bc-8e1f-cef54fa1d89a,-6.88471,-51.8669,2022-09-01 04:57:00,NPP-375D,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.8
936e8a45-041a-3d92-b08d-2e1d49b6bb46,-6.63627,-52.45883,2022-09-01 04:57:00,NPP-375D,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.9
70b2260a-8a1a-30a2-8c4b-ccd730f4f1d8,-6.43396,-51.70503,2022-09-01 04:57:00,NPP-375D,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.1
e9e94747-cdaa-3cb9-8e24-8f1f7d8666fd,-6.43688,-51.70956,2022-09-01 04:57:00,NPP-375D,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.2
b259ca14-0125-3270-891e-a4b26464f25a,-6.44039,-51.71023,2022-09-01 04:57:00,NPP-375D,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,1.2
0f6a60c6-35eb-37da-9cea-d64fd677087f,-5.3976,-51.46387,2022-09-01 04:57:00,NPP-375D,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.7
a9d2b6e7-f773-3368-8b83-2140db7a3cd3,-5.43651,-51.13744,2022-09-01 04:57:00,NPP-375D,SÃO FÉLIX DO XINGU,PARÁ,Brasil,Amazônia,0.5
